order_book_id,date,num_trades,total_turnover,volume,high,low,limit_down,prev_close,open,close,limit_up
600000.XSHG,2025-03-18,40759.0,436226250.0,40970582.0,10.404538808935992,10.210424278918529,9.259263081832962,10.6,10.317187270428136,10.326892996929008,11.316877100018067
600000.XSHG,2025-03-19,37795.0,367827209.0,34604830.0,10.3657159029325,10.249247184922023,9.298085987836457,10.64,10.278364364424641,10.336598723429882,11.355700006021559
600000.XSHG,2025-03-20,38240.0,314685882.0,29548507.0,10.375421629433372,10.288070090925515,9.307791714337329,10.65,10.326892996929008,10.346304449930754,11.375111459023307
600000.XSHG,2025-03-21,53380.0,594649834.0,56344163.0,10.404538808935992,10.103661287408926,9.307791714337329,10.66,10.317187270428136,10.161895646414164,11.384817185524179
600000.XSHG,2025-03-24,55145.0,489527179.0,46449659.0,10.317187270428136,10.113367013909798,9.142794363822485,10.47,10.113367013909798,10.297775817426388,11.180996929005843
600000.XSHG,2025-03-25,45758.0,401332739.0,37875416.0,10.375421629433372,10.191012825916784,9.268968808333838,10.61,10.336598723429882,10.297775817426388,11.32658282651894
600000.XSHG,2025-03-26,40955.0,385049554.0,36660981.0,10.297775817426388,10.142484193412418,9.268968808333838,10.61,10.288070090925515,10.161895646414164,11.32658282651894
600000.XSHG,2025-03-27,43525.0,449288519.0,42508671.0,10.346304449930754,10.161895646414164,9.142794363822485,10.47,10.191012825916784,10.23954145842115,11.180996929005843
600000.XSHG,2025-03-28,46144.0,382165241.0,36572944.0,10.258952911422895,10.103661287408926,9.220440175829472,10.55,10.220130005419403,10.132778466911544,11.2683484675137
600000.XSHG,2025-03-31,58485.0,518371937.0,49360687.0,10.317187270428136,10.045426928403687,9.123382910820741,10.44,10.161895646414164,10.123072740410672,11.142174023002351
